,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.303588368546,94.0,-40882628.0,63.2552938223,100.312590523,430.573170047,460.743324328
0,0.345740816316,94.0,-inf,114.876466268,138.668195137,547.581575977,513.150026958
0,0.380626897284,94.0,-42716756.0,136.647997488,137.613007318,514.908649194,425.34626202
0,0.392510040982,94.0,-41384212.0,99.1078060263,91.8963038116,411.829481919,384.265828018
0,0.205644379321,94.0,-41239922.0,46.3211057403,123.218591891,464.909478152,504.222076037
0,0.359765479726,94.0,-40652892.0,143.083062048,105.431358342,414.644864987,457.255801705
0,0.351905635765,94.0,-42599632.0,106.075307073,142.92645611,530.55267892,506.342737256
0,0.310065067731,94.0,-41286734.0,125.076499371,134.153212264,406.26061439,462.819705121
0,0.494506947448,94.0,-42161592.0,170.206012166,133.886896339,477.844484565,476.712598086
0,0.314222011756,94.0,-42357300.0,76.1323138718,112.896403094,469.902700484,346.696440187
0,0.324433541128,94.0,-41464300.0,88.8806314078,93.5953971341,521.527495788,433.002939948
0,0.398703701035,94.0,-42386158.0,125.954042068,131.600485969,470.405944182,392.337931541
0,0.454975160368,94.0,-42273640.0,90.4187486282,119.930094822,546.550222697,471.775925941
0,0.44738794347,94.0,-43923904.0,165.52437964,133.22451131,544.574647629,368.368585757
0,0.361823311617,94.0,-41312866.0,33.6757068446,97.1395404628,413.919626747,442.745760555
0,0.42406728165,94.0,-42666842.0,121.644530854,136.875104883,386.824570878,418.999861414
0,0.335117103105,94.0,-40635408.0,102.18042904,104.436883079,485.553504879,471.799599868
0,0.331747378631,94.0,-42936152.0,89.6409965433,112.961142764,365.060238426,370.066444576
0,0.217058704142,94.0,-43866188.0,163.657943091,126.244604787,424.849000012,365.272947324
0,0.359823385457,94.0,-41627202.0,53.9989766503,103.3788165,422.519903532,407.106223889
0,0.26083146108,94.0,-41073072.0,95.2676993684,83.3146560996,500.987531351,379.143576866
0,0.258388422952,94.0,-40578162.0,96.1860987504,90.4676967852,482.291333144,412.609820165
0,0.477470948684,94.0,-41947648.0,152.839043186,112.022592323,548.804879047,492.842571096
0,0.2862529389,94.0,-44422292.0,39.8514125551,149.32291097,499.189377762,400.764639348
0,0.28565851743,94.0,-42137998.0,55.3664473667,111.37467371,492.196515646,403.800166125
0,0.320415677844,94.0,-42907670.0,50.4252846794,117.820991627,423.61688567,354.458923235
0,0.210467864475,94.0,-42660168.0,45.2793324606,104.125112675,521.139502769,360.822062595
0,0.253755952794,94.0,-inf,58.6879127201,128.67206811,366.22907322,522.53965469
0,0.346004339127,94.0,-41830712.0,47.3880426517,115.709241802,401.905135733,440.531909553
0,0.489940861637,94.0,-41227702.0,171.880647862,84.1036411478,491.973175806,366.204794085
0,0.411134088489,94.0,-41435442.0,175.014309124,80.6793829687,517.741301323,332.272522398
0,0.469289839459,94.0,-41689806.0,100.251913369,125.41055647,518.190989829,472.478431384
0,0.423700402488,94.0,-41522392.0,84.111769178,105.044685547,436.981089563,369.80085683
0,0.415136823777,94.0,-41704188.0,142.889089516,102.450368295,518.280713594,450.259463317
0,0.497455238492,94.0,-42711962.0,66.8739914119,146.503564655,454.229858305,431.68418219
0,0.244001722508,94.0,-40945984.0,54.3039652328,101.441412523,465.576366882,468.803429698
0,0.399998474118,94.0,-43128664.0,52.2055068243,131.674136493,505.911880644,408.615951873
0,0.244567361342,94.0,-42089212.0,136.81278357,122.613417242,506.3011712,434.684273991
0,0.293719109404,94.0,-41300740.0,95.1538870628,110.060314334,388.691256353,468.815833782
0,0.471692531292,94.0,-43116444.0,14.2510543733,112.96184002,494.6977129,326.978491977
0,0.284184789768,94.0,-41273386.0,99.3837782397,94.1895745394,515.750803312,477.143746106
0,0.380147406182,94.0,-42589480.0,136.731339965,100.548151573,356.089462629,405.821991915
0,0.283752829142,94.0,-41799128.0,101.960389226,149.714933128,422.634631195,469.316569349
0,0.470673925099,94.0,-41019492.0,76.5231330293,109.777846085,521.257098075,481.958428505
0,0.235631581111,94.0,-41868594.0,77.8054406149,111.585083991,429.797743582,368.227347208
0,0.151715883511,94.0,-42567578.0,155.625809792,133.481337276,379.218416728,444.742707204
0,0.34737650533,94.0,-40482846.0,172.41414863,84.5768163446,474.316807308,511.068227336
0,0.235446615921,94.0,-40595176.0,68.4635390704,81.4566322557,435.330279367,436.751746614
0,0.213639191124,94.0,-42638736.0,96.2625676179,142.183989224,432.619204618,389.670411775
0,0.263709239794,94.0,-40672350.0,94.2529340146,102.769900137,485.462528819,454.127276189
0,0.356239448281,94.0,-41710298.0,101.145616473,132.208597739,452.066272401,431.352023873
0,0.253652381068,94.0,-41549370.0,119.456214548,115.779552055,440.382311263,391.589917691
0,0.493351590435,94.0,-42727378.0,61.1253210337,121.634864597,402.697993416,359.847794638
0,0.325789136974,94.0,-44848206.0,8.15315412135,140.946742066,389.559933982,355.135861618
0,0.358373858693,94.0,-41184838.0,171.618672346,84.8402554471,378.988794518,441.004624187
0,0.275844960226,94.0,-41540252.0,21.8467793301,87.5091351608,493.951109118,384.784095727
