,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.422565509914,5.0,-inf,41.429379593,165.369603918,358.312045678,167.917148694
0,0.330153353985,5.0,-inf,53.7998057887,186.82049211,392.142032443,205.3447597
0,0.233254269318,5.0,-inf,100.781180862,298.741969558,230.857774327,254.366663801
0,0.33872850481,5.0,-1075771.99286,30.470979594,96.5435859008,408.204657625,217.197149103
0,0.378359777691,5.0,-inf,130.005032201,310.923369733,425.027731986,222.271666168
0,0.396021575418,5.0,-inf,51.1871187576,328.232817311,457.734687226,269.395279119
0,0.429652156117,5.0,-inf,40.3430456293,311.287167926,224.911110523,221.342552631
0,0.370044388831,5.0,-inf,27.1881940046,181.73160975,247.214660641,173.293050608
0,0.301083050256,5.0,-1698763.8853,104.113262175,146.651338692,337.400056078,202.090871584
0,0.415794802088,5.0,-inf,5.94356451207,63.3750003859,289.507005526,293.421087357
0,0.379987611909,5.0,-1932480.49869,63.5158226783,155.054293707,262.142069656,220.255897814
0,0.489656556819,5.0,-inf,144.992172991,139.906647294,448.528492576,210.481807416
0,0.498567081414,5.0,-inf,21.449370576,99.0863726267,425.788528597,162.210252775
0,0.36573536544,5.0,-inf,78.5597509165,257.683216645,333.297290832,179.622186401
0,0.321956245413,5.0,-inf,92.7141992694,209.032348116,284.040879786,205.642407866
0,0.398440480291,5.0,-2779477.76288,142.722170668,188.269609521,224.544200254,289.377978807
0,0.295724494178,5.0,-inf,150.171846149,272.640786909,359.773329801,184.091367445
0,0.312788818979,5.0,-1200894.67896,59.708167407,116.239852834,269.491782554,243.482693001
0,0.432776613516,5.0,-inf,115.833942247,188.093418894,363.984993593,251.627703223
0,0.292025516339,5.0,-inf,134.326933195,59.5945754914,414.959396455,181.619265861
0,0.281264490577,5.0,-921042.988276,108.170288483,94.3021802837,321.879913413,205.621187121
0,0.231912067683,5.0,-inf,40.2300943555,190.147876949,381.909145767,182.127693247
0,0.409093673728,5.0,-inf,141.899686518,183.051362087,305.962942986,169.412475286
0,0.446093935604,5.0,-inf,151.871628498,333.368453741,363.353605688,240.059091717
0,0.421467722893,5.0,-inf,122.830948012,233.82455064,411.161644371,264.277717944
0,0.383124527912,5.0,-2352141.25528,111.896441341,178.399650172,328.001355586,199.991423436
0,0.231896484964,5.0,-inf,172.551034938,118.429123976,420.944090392,149.523226913
0,0.330722123342,5.0,-inf,163.245651415,76.0266785422,440.499406351,201.809641901
0,0.384347661859,5.0,-inf,89.8011628492,268.909861159,225.382688779,286.169977607
0,0.223036257917,5.0,-inf,21.2701354088,205.296721878,266.443896357,203.540858838
0,0.306032348155,5.0,-inf,149.271369202,176.111927002,387.598918026,262.893527596
0,0.224167953554,5.0,-inf,24.8444143411,331.162245074,336.512522425,149.559801653
0,0.399266455085,5.0,-inf,21.7718848743,198.081350493,422.710379638,207.815605845
