,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.466080090294,9.0,-1754478.0,141.180575546,124.080414425,356.277519296,144.294236804
0,0.225488379954,9.0,-1729107.0,162.381443106,135.243570747,433.522783575,208.575743998
0,0.373641531935,9.0,-1774512.0,47.3410564401,129.665595445,460.728692477,300.001224175
0,0.302732329101,9.0,-1723878.0,171.654722557,88.6672007785,403.400652752,333.372807214
0,0.407051516235,9.0,-1705023.0,147.834935087,117.540774755,357.42455853,210.178353206
0,0.449388848697,9.0,-1805481.0,6.3082649633,110.198755456,446.974083717,215.342628963
0,0.423028866727,9.0,-1722312.0,60.0991640158,119.210130342,286.968839696,192.207112658
0,0.242812796452,9.0,-1645362.0,9.61847976458,146.747659309,460.468106715,279.585961451
0,0.364922081669,9.0,-1758105.0,9.78901671151,91.8688878914,462.538675204,271.341925734
0,0.293058224275,9.0,-1719153.0,142.777559258,135.068084704,429.269274465,149.293901245
0,0.469074651431,9.0,-1743354.0,80.1589605745,93.5838098855,393.25646606,271.837082403
0,0.338642151025,9.0,-1706526.0,33.9419687449,104.177743746,403.212621247,297.578829496
0,0.248718571513,9.0,-1706535.0,114.712479807,101.061107166,352.314350408,231.281519802
0,0.348609332642,9.0,-1764594.0,102.134385741,141.986213113,455.829618557,193.225913918
0,0.495847124042,9.0,-1717371.0,59.1646513494,112.548630154,284.970959111,201.471848934
0,0.364392815264,9.0,-1822347.0,26.1477022685,93.1515295293,386.97145716,160.607550396
0,0.330485878324,9.0,-1733535.0,134.944771942,136.885418036,460.906689424,149.688790882
0,0.304692950465,9.0,-1682811.0,62.5036674918,143.105004548,283.914961175,211.833897276
0,0.435751944889,9.0,-1684008.0,96.204377221,142.264805822,314.224668588,231.552502353
0,0.265229347901,9.0,-1800279.0,59.7708296063,83.7372753594,349.109217795,169.370566856
0,0.386024010842,9.0,-1837818.0,1.81562220723,110.88766182,464.168200333,149.753918938
0,0.398321304129,9.0,-1755630.0,31.9997811667,144.939129195,475.243357385,284.874387499
0,0.310111053837,9.0,-1743642.0,166.137023016,116.223984323,432.72717278,220.78152447
0,0.202633531357,9.0,-1816758.0,5.90762067374,101.059733856,322.480178889,186.157408994
0,0.425445741918,9.0,-1715859.0,34.2813096828,154.445482597,431.840654189,326.543940774
0,0.493959087477,9.0,-1678419.0,125.385397163,97.4803223463,319.860805719,291.465275437
0,0.344649934191,9.0,-1717956.0,52.3641652633,104.706758342,371.923587726,310.659284133
0,0.369067718045,9.0,-1750176.0,113.953692528,120.906310224,370.291270675,312.889721582
0,0.487933818532,9.0,-1775817.0,63.4918750343,112.400546982,449.978007656,268.340550082
0,0.360838338869,9.0,-1689507.0,147.111106117,125.809498788,381.009562835,240.595021053
0,0.421209127813,9.0,-1771497.0,70.1331511752,122.45037014,362.097439936,156.778062558
0,0.373852372665,9.0,-1781820.0,102.01154049,109.80550352,456.439436838,142.547797212
0,0.337751602024,9.0,-1764414.0,94.7633098215,114.147791786,401.055306059,272.223126664
0,0.339471376004,9.0,-1796643.0,58.9193471329,98.596484691,356.51844424,182.698832152
0,0.417961129251,9.0,-1781829.0,11.9684539387,137.86841144,412.065620016,208.167438791
0,0.234027222884,9.0,-1683612.0,174.668740427,109.085103942,387.189669806,245.713651502
0,0.482965966341,9.0,-1834695.0,171.593243735,107.207122694,457.332829921,146.824476893
0,0.25580613226,9.0,-1776942.0,46.0520862589,85.5820723102,318.181875613,198.906526825
0,0.280496338934,9.0,-1783170.0,127.639315876,79.7399877939,436.86227621,244.538206376
0,0.256103789301,9.0,-1655658.0,176.828071139,98.7964469572,337.286604855,267.785661878
0,0.242290387345,9.0,-1764684.0,29.3125085913,80.8462010932,476.677376951,331.655337216
0,0.477619994143,9.0,-1746837.0,123.913861713,103.626339114,411.399726374,242.082376697
0,0.318017464146,9.0,-1726515.0,31.6131879414,84.2654992964,421.141020006,316.220664506
0,0.427771975224,9.0,-1766664.0,7.89791459371,87.7439555052,303.257213096,203.273528266
0,0.462146836451,9.0,-1586718.0,28.3929142961,135.178911814,307.773050756,303.281659189
0,0.34017240368,9.0,-1709514.0,121.437765469,81.642540973,294.085631817,279.079187174
0,0.694613421294,9.0,-1713204.0,141.953758175,173.464770939,439.853161541,248.720755781
0,0.349920083091,9.0,-1712016.0,174.201241614,146.07239118,353.885686644,200.165155258
0,0.35817497605,9.0,-1749717.0,106.091358943,93.7939179371,397.604915797,221.978486537
0,0.204813801456,9.0,-1794906.0,139.414923241,83.6619621824,458.228036532,322.946460272
0,0.398686419566,9.0,-1778661.0,56.6308804925,92.206154884,425.620107585,252.00748831
0,0.445763612627,9.0,-1606554.0,27.4611434639,135.266782117,334.92218979,314.890598465
0,0.430745801563,9.0,-1813050.0,162.586442968,104.566125514,337.690630604,147.257549021
0,0.439840387473,9.0,-1675863.0,53.9303123442,118.109467839,309.767636023,339.144551632
