,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.282529351374,49.0,-2548049.0,92.8403827339,100.411853213,628.139428405,343.552115624
0,0.44227982922,49.0,-1142925.0,101.798491471,87.5929752157,535.711720174,244.789970431
0,0.228184395587,49.0,-1906002.0,53.1055046963,94.7289843844,610.498121448,379.555170154
0,0.246470746589,49.0,-2617139.0,55.6589477187,138.896755887,491.754987654,288.176597631
0,0.375802738296,49.0,-983136.0,69.4718220255,93.8025418221,512.134731396,336.337072064
0,0.374571855396,49.0,-3344691.0,2.54087485784,140.314843022,492.998922612,204.698086761
0,0.222198831867,49.0,-1740235.0,4.30043316581,88.1210813544,550.741316046,272.102921484
0,0.345842485185,49.0,-1765519.0,174.527512498,101.588160009,474.929405017,398.577047909
0,0.460342561644,49.0,-1827259.0,174.897329222,106.436200093,459.569529047,350.914412461
0,0.43704657644,49.0,-2129393.0,89.7628416942,140.013996919,560.175981071,335.953657474
0,0.273580707615,49.0,-3309950.0,42.7532813093,151.77605125,628.071422414,320.894549016
0,0.336565416936,49.0,-2969302.0,161.060594059,144.485266359,502.552043482,325.06010719
0,0.305025485189,49.0,-1845144.0,37.8917264127,101.755525105,526.410515108,270.115498571
0,0.369737898484,49.0,-2832298.0,51.7422470182,123.650553432,629.260754607,327.773589945
0,0.240029089694,49.0,-2094456.0,109.084625189,137.32609646,520.028780104,262.754284908
0,0.258097102952,49.0,-2974398.0,150.661798153,143.519059693,490.738556841,371.771829533
0,0.203740227626,49.0,-2372139.0,170.804058421,118.078819852,523.341953234,393.59447812
0,0.402350386249,49.0,-1658111.0,106.272922698,101.215623757,456.971012941,328.019940447
0,0.405149183784,49.0,-3117576.0,147.698693864,147.722799961,451.745708328,295.643190374
0,0.42420473375,49.0,-1027432.0,90.7050829932,107.989723309,510.294160457,333.349878638
0,0.448458352573,49.0,-1133517.0,97.0774052757,84.003927053,487.246846597,271.621199354
0,0.244894345353,49.0,-2703820.0,158.71539961,137.106521738,615.441175233,378.262503629
0,0.238646528107,49.0,-2319072.0,73.1764626662,132.000135067,458.65651554,384.973362125
0,0.315240616943,49.0,-2432458.0,61.8767573158,150.65642795,564.081246092,367.336256818
0,0.283786342291,49.0,-3116498.0,103.07057071,123.534121357,432.63818762,257.857941772
0,0.416182751538,49.0,-1838578.0,109.794989332,123.365482236,569.246030182,241.247832697
0,0.404004889354,49.0,-2735915.0,160.993843059,137.457926829,450.134392178,360.753907937
0,0.47395304799,49.0,-1617098.0,151.553928463,105.671258341,520.198438912,346.612835916
0,0.359829864254,49.0,-2184420.0,42.4619893235,116.213079541,434.355933967,239.654852246
0,0.276346135183,49.0,-1661443.0,102.685945303,118.084147868,561.613400538,248.99438199
0,0.455005882868,49.0,-1715343.0,55.788790702,120.341591529,497.300327907,332.343496217
0,0.360128225534,49.0,-1580691.0,135.035459714,99.7389749612,452.444762471,386.008749459
0,0.359440257129,49.0,-2496697.0,28.478881926,121.764592478,488.510659229,226.886408434
0,0.246723361574,49.0,-2222542.0,46.6874933931,114.161904992,517.731653037,255.834124724
0,0.361867688829,49.0,-1909922.0,78.0819954719,100.937225637,574.035456694,308.635973379
0,0.30692165213,49.0,-2978024.0,43.8221768086,137.503143731,512.507224842,240.99228585
0,0.245997509318,49.0,-3274964.0,55.071337619,131.704525521,627.600453963,292.332227235
