,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.273543210544,0.6,-inf,118.360026128,183.995819056,398.617710487,181.712203393
0,0.314793440675,0.6,-inf,11.9872525517,182.760496237,457.686724494,181.479035093
0,0.433849282607,0.6,-inf,147.261508047,216.091014293,470.99790839,321.256767036
0,0.349607630181,0.6,-inf,110.115539126,123.399991471,535.640038006,290.293994148
0,0.242821987816,0.6,-22289.04,3.19790662031,79.1213144349,262.901519702,159.961634317
0,0.214209066847,0.6,-inf,113.668520042,223.913180277,525.213568848,211.732728358
0,0.385476976183,0.6,-25584.12,94.313311763,123.649816102,358.509366328,191.567212183
0,0.202603263728,0.6,-18334.08,58.4040774789,87.4073928118,361.616349981,259.22650031
0,0.281420286347,0.6,-inf,72.6201384624,118.377080292,459.812605356,253.854148494
0,0.405544780063,0.6,-inf,72.8463974363,167.586281802,530.105439004,195.748907109
0,0.354981485626,0.6,-inf,114.13382023,155.132443671,410.456828316,236.321519705
0,0.388642795735,0.6,-23839.2,105.954494884,118.781932836,386.376790955,218.819216784
0,0.369899376029,0.6,-inf,118.191029315,61.1791571495,302.522790381,274.110998112
0,0.486990297954,0.6,-inf,78.4789326388,233.367636334,461.687885645,212.091956313
0,0.263626765208,0.6,-inf,1.84777699332,221.651793504,284.687179226,257.515544001
0,0.216120119506,0.6,-inf,93.435895377,84.5449830882,444.72090062,232.982372484
0,0.276046603271,0.6,-inf,20.6736953514,191.575761082,412.065916684,253.218554529
0,0.390664508212,0.6,-21414.96,122.548298599,103.199207416,378.39799908,258.559340012
0,0.263844015712,0.6,-inf,53.9193956839,185.620844694,511.425776031,314.025126032
0,0.329392004298,0.6,-inf,104.361229667,235.604335482,542.487767797,203.322366624
0,0.2078197396,0.6,-20061.0,79.0172069214,94.0434416299,410.224666075,258.921190012
0,0.295155329986,0.6,-inf,67.7956839616,108.069044959,524.23779319,326.538194358
0,0.271597716526,0.6,-inf,33.2652439381,217.025171019,452.461033707,197.913204411
0,0.486112284748,0.6,-21853.8,55.1113753417,107.424784078,324.735157609,240.598423651
0,0.451116654018,0.6,-inf,108.718390023,180.025468911,402.061781185,208.581482315
0,0.364138327539,0.6,-inf,104.255078729,181.865951483,363.899333804,173.50139186
0,0.413768770738,0.6,-inf,30.8073191764,235.48468457,368.128365991,178.231601226
0,0.257689128775,0.6,-inf,127.714480436,64.0045581159,291.724221706,189.697732687
0,0.38874868573,0.6,-inf,112.040470816,179.807926947,420.327319122,266.122835564
0,0.438582359801,0.6,-inf,30.2191737471,187.349401267,359.617393614,192.609494143
0,0.455270756121,0.6,-46724.76,110.272667306,197.939940216,295.615147014,209.954964623
0,0.308918174588,0.6,-inf,14.8553867345,170.815890332,467.504661715,285.881474954
0,0.205641293321,0.6,-inf,32.2721872196,221.802380583,420.952144664,189.134333846
0,0.363362939731,0.6,-23545.08,44.1447157952,122.423232223,381.707448841,313.444907079
0,0.401799146467,0.6,-22173.48,143.455240043,104.737287098,362.8727241,278.771276778
0,0.247222985406,0.6,-inf,79.8601735185,173.117771905,488.61766883,259.818110852
0,0.235442253671,0.6,-inf,14.4513702425,114.091375535,520.720963605,205.441486219
0,0.535761868436,0.6,-25070.04,124.867496608,95.9622138699,239.129703211,340.735968823
0,0.407831241974,0.6,-inf,8.35545293039,143.147813008,456.475076391,286.751703826
0,0.295713054965,0.6,-18654.84,135.789318073,76.8505052411,433.036163092,316.827932243
0,0.429327868159,0.6,-24845.04,92.1091402871,126.68817169,359.077658253,301.580749234
0,0.422062340368,0.6,-19395.0,78.0614668286,85.669687077,343.132560957,217.542964778
0,0.212653445881,0.6,-35392.32,62.2211633172,161.005297978,277.947724358,248.618555559
0,0.228497404862,0.6,-inf,106.859852046,198.291666854,367.00663251,326.915109855
0,0.424949235876,0.6,-28181.88,47.2798249509,129.715739966,277.801286697,282.110997389
0,0.201100783836,0.6,-inf,36.5171321021,82.7259111876,440.705080038,220.425768349
0,0.459437311589,0.6,-45450.0,91.6360726704,195.811891014,298.015727695,236.377700746
0,0.301292278507,0.6,-inf,116.69711378,119.904528469,520.362207491,174.07908981
0,0.419706720845,0.6,-27110.16,87.9583406769,106.840820706,276.82662313,269.855706607
0,0.23360838156,0.6,-inf,20.5807658915,74.5340158767,297.178357475,172.535525227
0,0.271566952141,0.6,-inf,5.22906578672,180.697658157,380.887181966,299.073224279
0,0.274276117679,0.6,-inf,16.3357300226,116.130340968,458.204828533,187.837654341
0,0.277626548656,0.6,-inf,112.036499406,177.78665927,486.801068343,168.829210003
0,0.470972979982,0.6,-inf,22.5291353222,164.643746297,386.30366998,193.143839214
0,0.277920404727,0.6,-inf,3.06093969895,187.64148843,346.897691258,292.50370505
0,0.212200767774,0.6,-inf,0.378335548456,227.7560021,517.088329464,211.359157371
0,0.472451753417,0.6,-inf,172.878307856,219.44107932,544.774482633,157.640386582
0,0.408539448429,0.6,-inf,58.8784192358,184.051131152,480.146181377,284.008123319
0,0.499870565092,0.6,-inf,75.7243964735,216.339389505,469.747363544,335.781724104
0,0.303180265308,0.6,-27055.08,117.602929815,119.404433985,334.304210687,249.830471359
0,0.466254556676,0.6,-42651.0,159.932549113,175.341215436,177.643402706,208.17135872
0,0.285247399796,0.6,-23951.88,110.124507142,88.7124523266,274.835164502,302.948464168
0,0.475685374727,0.6,-inf,19.278426181,176.152519598,467.398863487,241.417256876
0,0.360209673272,0.6,-31545.0,16.6105937293,153.478848933,290.613172151,283.824092447
0,0.402722327134,0.6,-inf,77.3513475026,154.386152501,435.731104488,243.012587449
0,0.358024151587,0.6,-20974.32,125.221800611,103.212628023,392.795205865,318.79812317
0,0.300844637666,0.6,-inf,175.451260758,99.0984844414,421.939696292,256.015008969
0,0.415883515341,0.6,-inf,71.5740983794,139.259638642,435.16322219,324.796906623
0,0.218845673678,0.6,-inf,171.413054696,126.24500456,504.666597276,186.021779723
0,0.32569674939,0.6,-27888.48,89.5954250074,108.519467183,280.033000713,210.695740262
