,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.295331656125,85.0,-37953045.0,25.9978582926,88.1985355525,320.446735571,263.701618336
0,0.376598663538,85.0,-38634745.0,71.3298312131,107.530330378,265.570041966,203.674326557
0,0.397149027878,85.0,-40350470.0,88.7592788644,129.714698114,184.681625623,204.638656769
0,0.422721807261,85.0,-38333760.0,140.3562035,104.773371338,311.528944615,201.176566776
0,0.204609417117,85.0,-38271625.0,79.8399777156,94.2247602148,216.374786944,303.416690453
0,0.451220380523,85.0,-38076210.0,76.7813539476,100.726304719,329.256695876,311.465293047
0,0.251137474072,85.0,-40791025.0,52.6770387762,142.879504931,166.57682875,205.276795574
0,0.423310900029,85.0,-39736430.0,94.3003923011,137.369758318,259.763017194,255.75649712
0,0.217986944378,85.0,-38472565.0,107.003501162,114.665437523,289.16033512,248.299892679
0,0.387267865079,85.0,-39359030.0,25.8878510387,118.94773296,353.812355205,217.525023413
0,0.236725272222,85.0,-40491485.0,83.6984719311,144.092542491,174.481486667,334.581548209
0,0.199664960022,85.0,-37448400.0,94.4925998697,79.6718496239,251.436946451,366.843211432
0,0.285853000861,85.0,-37991465.0,116.533399717,82.370763388,358.675796834,344.282603031
0,0.469304742628,85.0,-37578535.0,82.0342509432,80.0158253189,353.536931219,274.048932046
0,0.231556074059,85.0,-39984630.0,178.582439485,130.288671738,314.789919402,334.99622692
0,0.204905537518,85.0,-39252865.0,30.5445773493,119.644500869,166.810081967,374.004708389
0,0.22958119029,85.0,-37849175.0,148.691390649,95.4553966105,214.551294208,348.031376579
0,0.386597465823,85.0,-40629865.0,124.320825059,145.05250064,365.696639756,266.822561003
0,0.41089481236,85.0,-38417400.0,37.2270770314,100.207112373,361.671074366,286.296974439
0,0.352867138731,85.0,-39999930.0,94.7555459563,140.378907801,289.988983568,225.651092773
0,0.492285670405,85.0,-38406945.0,127.937459441,111.844570925,208.182174342,344.645475228
0,0.201546720057,85.0,-38107915.0,45.4125776526,82.3424142657,170.280533098,212.240469172
0,0.220563004747,85.0,-41115215.0,42.3890302372,144.09815168,335.204240085,233.60324323
0,0.325699284681,85.0,-39758275.0,44.5813156466,125.718870922,343.795976786,245.405158342
0,0.260755624729,85.0,-37621715.0,113.555014367,99.0993299682,287.664615953,243.481354365
0,0.409571910406,85.0,-40563310.0,83.998661809,147.997847259,239.279068481,306.694601247
0,0.4217087253,85.0,-37990445.0,167.087031468,96.3003706415,329.829409583,211.165444453
0,0.353810282473,85.0,-38628795.0,130.203294561,115.552815464,270.803713859,212.870389545
0,0.410678250451,85.0,-38515065.0,58.2999176614,104.157136366,203.912309357,386.498219091
0,0.291716677438,85.0,-37824015.0,12.4292589396,90.4569370204,169.857894758,362.358594696
0,0.368865898705,85.0,-37712665.0,132.971499084,96.6611606002,323.185934152,235.609263662
0,0.39483923159,85.0,-38989025.0,108.921179694,123.375185479,309.041258667,232.286275201
0,0.476814174622,85.0,-39701070.0,62.4717864158,123.736399434,365.098527978,230.30231973
0,0.279753888126,85.0,-38678435.0,159.601439516,98.9031086078,358.85313612,377.264581157
0,0.214572529536,85.0,-38262275.0,3.21086478196,91.6817913684,240.516888668,289.15856322
0,0.266381137681,85.0,-40208520.0,57.6013020942,144.336439914,216.275187971,368.587145437
0,0.336342559042,85.0,-38500105.0,114.555615496,118.47643331,264.062237006,284.789555102
0,0.47833928323,85.0,-37986790.0,125.823391656,100.23123924,294.319088533,213.456280516
0,0.264395837784,85.0,-38591395.0,22.0624040839,103.652536161,210.034724263,309.272504592
0,0.260746632908,85.0,-39405100.0,39.8850838343,118.468301917,253.279437552,299.463315342
0,0.362286740114,85.0,-38322115.0,71.1504295528,103.446572044,281.484748786,236.222522947
0,0.420250571899,85.0,-39648795.0,2.75767927549,124.270424,332.628723432,387.3599307
0,0.257352733964,85.0,-40612780.0,55.4460081449,140.397164247,213.824963274,285.178286492
0,0.266809912285,85.0,-37634805.0,77.2354325711,81.7458862168,246.302381155,353.652011795
0,0.415501804129,85.0,-40274225.0,32.7589968124,136.541987778,297.820517111,316.216604324
0,0.39974582729,85.0,-37541220.0,137.017386187,98.6582519853,256.24057119,278.179484232
0,0.411330238461,85.0,-37688440.0,177.817560273,87.0597640523,362.237195452,221.811300546
0,0.440008753105,85.0,-38674270.0,121.573247886,96.9878769372,224.02877251,214.823278597
0,0.300051638356,85.0,-39502255.0,170.327879259,127.269903649,176.890439267,289.026096301
0,0.416597093952,85.0,-38478685.0,116.997696045,116.75131153,256.352640943,237.209582864
0,0.440053846261,85.0,-38500020.0,115.298714114,118.654154036,258.67388027,319.862208706
0,0.402272946212,85.0,-38115650.0,68.9099883323,97.0289966882,310.155802115,369.813344854
0,0.216589315344,85.0,-39525545.0,170.725094049,122.30370231,328.037052779,363.971650073
0,0.324594663237,85.0,-39857045.0,27.8047353732,124.465184066,257.229098016,262.132653726
0,0.399554287757,85.0,-40181660.0,80.5726240014,143.977524486,325.573498185,328.097781232
0,0.352001021355,85.0,-38504950.0,50.0264070857,102.237878157,287.898181298,279.310767635
0,0.313003312175,85.0,-39694355.0,62.8377778925,127.328524701,285.267157025,296.283979576
0,0.441737620005,85.0,-38801940.0,155.358944918,113.68368652,227.59994885,237.535178363
0,0.379854877282,85.0,-39774680.0,106.822877077,133.004846076,232.53540311,237.683012384
0,0.221777749401,85.0,-39858235.0,157.1757751,125.642963472,285.062609477,191.554379489
0,0.380811544163,85.0,-39211725.0,12.8191954985,117.466545639,291.564713785,204.755843545
0,0.289569547732,85.0,-40424930.0,43.3911347525,136.865979123,205.665319758,267.162797205
0,0.371374416979,85.0,-38905045.0,102.394756218,121.011622856,248.811362767,265.133096681
0,0.391270039709,85.0,-38402185.0,62.3952889846,90.1586309978,167.626903801,217.480855801
