,aspect_ratio,fluxinit,lnprob,rotation_angle,size,xcenter,ycenter
0,0.312884576448,9.0,-261585.0,41.5224089155,122.190048637,483.039410542,352.397899963
0,0.209417580192,9.0,-343656.0,14.1219818424,88.5063334469,481.272343368,445.813380762
0,0.274238422977,9.0,-120888.0,73.4370483418,107.789101285,501.845745539,397.700440468
0,0.392522318046,9.0,-291240.0,124.594167569,90.0152923987,540.094552751,412.807473477
0,0.283289293104,9.0,-568188.0,131.768744009,149.637053581,446.984643502,337.315774689
0,0.327168090693,9.0,-432963.0,86.1802117236,107.316510652,381.947842917,289.623588561
0,0.334652235902,9.0,-407295.0,177.989154832,109.300876452,421.393926782,266.945138373
0,0.4942062816,9.0,-234657.0,61.0914117183,122.517606396,439.27336022,362.783511074
0,0.448981160876,9.0,-534393.0,114.429684433,151.08061635,565.304656822,389.170045916
0,0.311057722424,9.0,-502173.0,59.292913757,103.055202404,541.430024735,285.280076412
0,0.197988496494,9.0,-132813.0,69.2971547446,99.8023281468,463.620629953,385.169187542
0,0.447841035182,9.0,-330597.0,171.971553423,98.795427962,454.514004341,435.098413307
0,0.300887974827,9.0,-435852.0,128.745773593,147.819029662,494.277358316,416.040696849
0,0.274095315158,9.0,-371907.0,103.552768067,88.7133904816,552.600651203,289.113689554
0,0.283637255354,9.0,-419148.0,9.24496068708,110.805850152,449.289270429,440.04433049
0,0.352790199653,9.0,-275103.0,177.055415539,85.8321534575,452.124177459,357.114710108
0,0.293751767698,9.0,-276039.0,109.608013087,116.173436047,461.084826742,410.138068333
0,0.332618200979,9.0,-410157.0,161.4095106,112.219608175,492.182183682,279.955798966
0,0.470972701567,9.0,-169974.0,71.4186052811,102.543116372,466.9638718,401.682069391
0,0.259034613732,9.0,-393228.0,45.2179455863,104.783500924,535.365668014,313.954223413
0,0.226829302687,9.0,-332352.0,14.8904410392,100.044507425,435.5625219,336.25565984
0,0.24662830771,9.0,-421110.0,147.145577927,114.44957737,487.239964567,385.695669446
0,0.415537633175,9.0,-222696.0,95.9138981296,106.391517175,506.472036578,378.018125458
0,0.252187793307,9.0,-388566.0,33.0171966457,120.452082618,405.129276868,252.985007598
0,0.407793080831,9.0,-351558.0,158.101420802,105.72488637,533.909675457,390.294647587
0,0.354918921449,9.0,-255897.0,16.2146362346,87.1251595506,500.856409209,334.538977815
0,0.385497788985,9.0,-497043.0,37.7674509386,125.116260324,402.532636869,436.223244719
0,0.22615493706,9.0,-445086.0,149.963091982,118.674453988,455.089798338,393.798399248
0,0.318155697723,9.0,-280926.0,138.766461923,80.0561926255,479.889728523,423.638815518
0,0.257826695203,9.0,-439407.0,143.020486772,146.128989568,428.048711545,447.086075174
0,0.451129603167,9.0,-367488.0,125.945837816,110.822745304,452.39865269,268.273841104
0,0.412462802711,9.0,-444222.0,107.149075768,112.302262254,550.749693447,267.275196161
0,0.41748069073,9.0,-159750.0,85.1170848674,96.0124895693,497.577022265,370.51636099
0,0.26299311153,9.0,-439848.0,3.38137280936,118.852523096,377.996879098,307.646389963
0,0.238111974395,9.0,-309474.0,24.8652453503,102.706942309,494.550485154,342.525296566
0,0.367916849355,9.0,-371232.0,161.392009092,103.693383592,416.771943055,420.454180282
0,0.331157420239,9.0,-537066.0,6.48484860536,146.836364442,553.348630952,333.219790133
0,0.407700501114,9.0,-474759.0,157.05140481,134.934068442,516.085979208,329.200367248
0,0.268958655606,9.0,-386010.0,158.693640325,100.797382565,493.690885806,266.154853419
0,0.296474831263,9.0,-346635.0,119.923642883,119.629087945,453.918489656,383.539696513
0,0.226591841174,9.0,-571932.0,146.84261069,144.680479507,483.395195762,366.813788153
0,0.251869990652,9.0,-368541.0,103.742274864,137.547276558,437.544803154,377.222787252
0,0.405645696241,9.0,-458874.0,172.580732506,128.628699507,493.494085094,430.809117181
0,0.439719990029,9.0,-283104.0,90.6503624729,91.4882655761,421.968784466,366.772324096
0,0.498777407147,9.0,-285840.0,45.9082732416,92.410325853,513.449928077,308.960463959
0,0.473008274183,9.0,-276345.0,85.786828753,125.314304702,529.406024005,420.880069598
0,0.36562334034,9.0,-614178.0,20.7864003312,149.241614646,382.593738562,432.281623505
0,0.385339922914,9.0,-220833.0,96.1986837445,108.995667238,477.455160281,367.651788954
0,0.413292688461,9.0,-330372.0,100.510406703,84.9525314114,552.040004785,341.351099446
0,0.375192268,9.0,-448803.0,87.8421194908,141.092515108,430.099803836,274.19391892
0,0.314636528003,9.0,-271467.0,47.4427075025,130.424678686,435.142868108,328.869997541
0,0.447139761202,9.0,-345033.0,178.575320757,108.022654877,405.284000729,352.2864049
0,0.380416280753,9.0,-463833.0,82.9753805418,119.699147454,392.296186791,403.100864606
0,0.293864171318,9.0,-388404.0,27.3665577475,117.662789342,475.257962385,284.398199146
0,0.449251871109,9.0,-241137.0,86.2900183379,81.5188266704,532.495673932,375.535454505
0,0.373278738482,9.0,-479565.0,138.292235538,130.260850141,419.251745201,324.805339052
0,0.39181891889,9.0,-221778.0,33.7902539022,102.353686545,485.668076476,356.942193933
0,0.419792911935,9.0,-317250.0,11.3600574257,102.578139497,538.988614576,336.685498952
0,0.282974456364,9.0,-357066.0,64.8661619463,108.013013948,547.655752598,374.280886896
0,0.20856487537,9.0,-309501.0,107.08663073,101.712949746,538.985020072,440.799514164
0,0.392619966607,9.0,-302796.0,137.435010571,106.351919093,446.452169039,446.539966847
0,0.217475898383,9.0,-336519.0,113.262562339,113.493891898,476.583368497,361.662768716
0,0.327529758585,9.0,-555120.0,160.314390023,127.333643293,374.632680569,258.533598055
0,0.359948944206,9.0,-513495.0,4.21491687093,136.873705387,502.19903521,432.915545494
0,0.36175327813,9.0,-361332.0,155.253426243,98.234261398,570.123933846,407.707946914
0,0.498311520822,9.0,-219006.0,75.3311057572,104.153125272,429.309897581,303.06552379
0,0.20850649438,9.0,-363744.0,146.266616474,98.397852311,485.989892355,405.894755294
0,0.325057153669,9.0,-299250.0,171.889221966,87.5540619962,471.076193103,408.432052526
0,0.384513469087,9.0,-254898.0,118.451840464,90.8874083315,465.1309855,405.867017934
0,0.300707044862,9.0,-273366.0,85.956814861,134.021608376,437.494389095,407.888207046
0,0.340225731345,9.0,-305865.0,105.216179798,105.720615139,521.927628939,332.533639914
0,0.49415553617,9.0,-539748.0,30.2630205394,135.74933888,377.128026438,393.534720481
0,0.210402414707,9.0,-263313.0,56.9451370241,118.545007635,401.228232418,262.14803212
0,0.280725944364,9.0,-154728.0,85.242249681,116.477043514,480.70533863,418.294000306
0,0.344716773653,9.0,-379692.0,128.752145268,104.126519664,414.923515217,296.947943021
0,0.256293107171,9.0,-762210.0,66.1005853205,133.837859951,573.507763213,251.190050874
0,0.264697123334,9.0,-501750.0,61.150666776,102.377413762,554.202231298,312.238188515
0,0.597317028182,9.0,-197820.0,90.7808596365,96.6508110778,447.567212639,329.933665474
0,0.35312171557,9.0,-445689.0,29.6630542617,108.347726662,571.048061876,318.458278719
0,0.40691160338,9.0,-298440.0,61.2181452128,134.474540727,470.513990623,292.103851753
0,0.259743995426,9.0,-194580.0,88.1056668051,108.652807045,466.435648088,378.649821851
0,0.476429222665,9.0,-425952.0,169.760626939,116.094548233,564.435189775,293.54386842
0,0.462511789427,9.0,-350775.0,45.1358296005,119.444532969,567.644490904,399.408550339
0,0.422030110013,9.0,-271476.0,137.875476653,83.5191771949,432.640760381,373.389455614
0,0.374471826158,9.0,-402786.0,131.315807604,134.551178872,439.052163859,402.253778927
0,0.22398539251,9.0,-482679.0,110.672742858,144.006831073,464.759736459,313.651695907
0,0.476634741455,9.0,-305658.0,156.248450953,94.3336482511,511.601987027,443.362541183
0,0.423546166146,9.0,-235044.0,111.121544843,81.5793781033,457.915660364,407.926506211
0,0.460470097101,9.0,-421254.0,62.5805731394,103.252481822,416.347046774,448.237102592
0,0.348430136504,9.0,-408645.0,122.247378744,112.233441051,439.715819354,259.694602031
0,0.290622020542,9.0,-502731.0,16.6834741522,133.528996882,502.391331129,291.006484787
0,0.272971702869,9.0,-405693.0,99.1840862386,138.543869934,464.37173022,304.413796947
0,0.283538688908,9.0,-293841.0,45.2944643169,107.19553856,536.151611838,357.230141619
0,0.406321651754,9.0,-580815.0,155.005548786,148.8403643,504.571440419,291.301840798
0,0.325821839739,9.0,-182133.0,84.9562529666,101.282543385,504.042200972,374.202658783
0,0.32595125226,9.0,-360972.0,56.2679052299,147.630220973,491.742680443,322.860184555
0,0.223832227092,9.0,-369297.0,115.471786633,115.282223637,417.97016039,371.045522384
0,0.291910655826,9.0,-198873.0,49.2386582592,88.375412835,512.230736098,351.810160521
0,0.226786251113,9.0,-249660.0,85.7329127446,100.482820594,438.8785418,288.809915752
0,0.321621833738,9.0,-446292.0,78.8362992908,140.253501976,410.236812124,305.894873592
